Account_Number,Customer_Name,Amount_Financed,Product_Description,Currency,Value_Date,Maturity_Date,Interest_Rate,Principal_os_amount,Principal_Overdue_Amount,Interest_Overdue_Amount,Overdue_Days,Branch_Code,PRINCIPAL_INSTALLMENTS,CR_ACC
5532627324,Mwangi,22427256,Retail,KES,2021-07-01,2023-06-11,14.51,56934308.14,20467283.94,5705655.47,77,OP12QR,3019084.09,268110004
635394955,Omondi,77705637,Asset Finance,KES,2021-06-21,2023-04-28,14.38,60075832,63015461.97,9600035.27,288,CD56EF,1285520.32,268110002
7021802369,Wanjiku,103642275,Corporate,KES,2021-06-24,2022-12-28,11.71,66997475.15,49592340.55,5395479.96,288,AB78CD,2121577.84,268110056
8794561081,Njeri,42565579,Term Loan,KES,2022-06-07,2023-05-10,10.8,18056298.46,58779102.86,1629414.12,346,WX56YZ,2512819.14,268110056
6529428765,Kamau,88057599,Asset Finance,KES,2022-02-14,2023-06-07,14,107169397.7,85558248.36,7762299.91,179,KL90MN,1480349.71,268110005
1685672139,Wanjiku,77077461,Term Loan,KES,2022-10-28,2023-04-16,15.05,101298703.4,51805093.37,665817.33,337,WX56YZ,2373829.83,268110003
4569735358,Odhiambo,16764121,Retail,KES,2022-11-13,2023-05-18,13.52,79461306.3,85686524.75,4276880.63,30,WX56YZ,980763.38,268110002
5836694840,Wanjiku,61941039,Corporate,KES,2021-07-08,2023-03-16,14.9,35674935.4,89572467.05,9326294.67,64,OP12QR,3077066,268110056
6607340732,Njeri,11181042,Retail,KES,2023-02-08,2023-08-27,13.43,13280635.52,48931526.44,6289666.09,238,WX56YZ,2186912.3,268110004
3308557325,Achieng,15226250,Term Loan,KES,2021-10-14,2023-06-26,13.99,100197796.7,101907503.2,3459844.95,330,WX56YZ,1425257.93,268110004
4358042802,Ochieng,98640299,Corporate,KES,2021-05-13,2023-02-07,12.84,95594704,82233563.64,953641.26,269,WX56YZ,3151364.17,268110001
8905803805,Muthoni,101146287,Asset Finance,USD,2021-04-05,2022-12-13,9.55,117232796.5,18084218.96,7772220.51,134,WX56YZ,1400987.63,268110003
5478702942,Omondi,3352881,Retail,KES,2021-04-28,2023-07-08,9.63,118007596.6,54424065.44,6265074.32,163,MN78OP,1886348.44,268110002
9912995027,Njeri,73356471,Asset Finance,USD,2022-05-02,2023-02-15,15.01,36366092.93,109782354.8,7094485.09,252,WX56YZ,2700581.25,268110002
889268214,Kamau,84325007,Staff,KES,2021-07-23,2023-07-06,11.4,118907021.2,114484422.2,3979698.99,151,CD56EF,2274661.1,268110001
8293494877,Muthoni,25168140,Asset Finance,KES,2023-08-21,2023-01-25,9.13,102956855.9,64452121.95,3953315.29,145,EF34GH,59408.58,268110004
9907868318,Wanjiku,102560672,Corporate,KES,2021-08-10,2023-01-30,11.18,55402720.96,44313046.35,4127828.71,276,EF34GH,545661.49,268110000
5851392027,Wanjiku,1592001,Retail,KES,2023-06-25,2023-06-28,10.01,60085936.38,105683370.4,9237665.07,67,AB12CD,584312.44,268110002
3339572704,Ochieng,41689614,Retail,KES,2021-06-14,2023-04-21,11.36,119371800.3,36019845.57,3114969.71,65,CD56EF,3001903.94,268110005
1194224786,Ochieng,92324544,Term Loan,KES,2022-03-16,2023-08-24,11.69,97105130.75,103339693.8,1033265.63,113,CD56EF,2394825.47,268110056
8414111767,Ochieng,64933401,Retail,KES,2022-11-13,2023-02-10,14.1,15132286.77,31027688.59,5986077.94,73,OP12QR,2340395.14,268110002
6594601935,Odhiambo,91865144,Term Loan,KES,2023-03-06,2023-03-14,15.24,12297470.57,111786983.7,904527.22,248,OP12QR,3269294.84,268110056
7475568410,Omondi,45511419,Term Loan,KES,2022-03-24,2023-01-24,13.78,36944331.58,8309791.39,9373264.32,123,AB12CD,1467120.9,268110005
4258429305,Achieng,57990810,Corporate,KES,2023-05-18,2023-04-11,12.25,98554871.9,115222410.3,6152969.99,148,AB78CD,2581171.72,268110000
2689785821,Auma,93029381,Asset Finance,USD,2022-08-08,2023-07-22,15.57,81338449.97,92214525.08,878771.17,248,CD56EF,2726723.51,268110002
6855851946,Ochieng,99922109,Asset Finance,KES,2021-09-16,2023-06-10,9.97,67287657.33,114371865.4,5566518.46,291,CD56EF,993881.52,268110001
2360734247,Kamau,61454095,Retail,KES,2021-11-22,2023-03-31,9.71,9794726.83,84110247.3,3135837.01,129,WX56YZ,3349696.15,268110002
706966569,Achieng,116556551,Asset Finance,KES,2021-06-25,2023-02-25,12.26,17812446.19,28174363.11,914886,267,OP12QR,908673.04,268110001
2569130304,Ochieng,74387805,Corporate,KES,2022-03-31,2023-07-18,11.72,106827434.5,57312274.12,6745792.89,289,CD56EF,1707752.56,268110004
4395316640,Wanjiku,72930944,Retail,KES,2021-06-19,2023-07-30,11.99,17042028.19,84457550.22,1407810.19,264,OP12QR,1241205.48,268110001
3537898697,Omondi,21208885,Asset Finance,USD,2023-05-22,2023-01-07,11.63,103625943.5,101261378,6825381.1,260,QR90ST,3009166.31,268110004
4307917310,Muthoni,50417172,Retail,KES,2022-09-25,2023-03-13,11.66,12021362.68,44589529.43,4319917.63,245,WX56YZ,2863775.53,268110000
1710089634,Muthoni,84854279,Retail,KES,2021-03-26,2023-05-10,10.11,89854101.18,10936480.02,6659898.83,343,WX56YZ,2354444.44,268110004
6226758944,Ochieng,60653773,Corporate,KES,2022-05-09,2023-02-22,12.41,112072480.9,83149285.96,2525328.48,146,WX56YZ,1812765.62,268110005
3912688397,Mwangi,55618020,Corporate,KES,2021-06-01,2023-01-18,15.91,69108738.27,103933028.8,9010320.73,291,EF34GH,2676766.44,268110002
7614008045,Wanjiku,54233442,Retail,KES,2023-07-27,2023-04-07,13.63,103507754.4,28506759.08,5681528.6,350,YZ34AB,2305054.34,268110004
6794482534,Kamau,65896369,Retail,KES,2022-12-04,2023-03-01,12.27,107299164.8,88843736.67,3788674.84,334,KL90MN,1583021.31,268110001
7413597928,Mwangi,48195593,Corporate,KES,2022-07-07,2023-09-08,14.55,46467493.73,46019745.09,1995024.18,291,WX56YZ,3279257.23,268110002
8797703860,Auma,3080590,Term Loan,USD,2021-07-05,2023-05-09,12.05,108638226,54941915.25,7871018.79,346,WX56YZ,978121.42,268110003
6197689750,Omondi,33720717,Corporate,KES,2021-08-04,2023-03-04,13.2,20124384.57,17360146.58,6882129.16,121,KL90MN,717648.06,268110002
1404245944,Odhiambo,89681513,Corporate,KES,2022-03-30,2023-06-19,14.67,70046769.98,112811858.7,4728248.28,213,WX56YZ,2832678.46,268110002
9478131729,Auma,22359690,Asset Finance,KES,2021-01-27,2023-06-03,14.16,114730917.4,104099811.3,687015.82,318,OP12QR,1103213.21,268110001
337205558,Mwangi,48351850,Retail,KES,2021-08-30,2023-04-29,15.23,29149585.23,41175224.41,2419051.91,331,OP12QR,63139.94,268110002
8299114038,Mwangi,49324705,Retail,KES,2022-03-03,2023-04-29,10.02,86020233.51,108894137.9,4242730.55,152,MN78OP,2410392.93,268110001
1086662785,Omondi,27531638,Asset Finance,KES,2022-06-09,2023-04-10,9.54,43411586.15,45663640.13,2502802.39,310,CD56EF,794196.8,268110002
3379461778,Njeri,19696211,Retail,KES,2022-05-15,2023-08-09,11.4,50574843.38,22721858.28,4180219.27,146,CD56EF,3478979.47,268110000
7821792513,Mwangi,65201996,Asset Finance,KES,2022-01-06,2023-06-10,12.42,107026141.7,62245792.61,1289382.34,4,WX56YZ,2276903.3,268110056
8075712102,Odhiambo,93907501,Term Loan,KES,2023-03-13,2023-05-28,15.15,45045184.65,41751319.08,8605433.48,288,MN78OP,2195789.83,268110005
5027731669,Mwangi,100850387,Corporate,KES,2022-05-19,2023-05-09,15.36,54311670.71,14565999.12,7100978.37,86,QR90ST,992641.83,268110000
8166042418,Kamau,20733739,Corporate,KES,2023-04-15,2023-01-11,9.09,62219664.54,4940828.78,158631.49,272,CD56EF,138716.46,268110001
8011748473,Muthoni,62927815,Term Loan,USD,2022-05-29,2023-04-30,14.26,63405748.02,119155943,3123486.56,159,EF34GH,3093205.57,268110004
3741560622,Odhiambo,93748142,Asset Finance,KES,2023-03-18,2023-04-12,9.5,29133595.69,54643264.18,3038286.34,200,WX56YZ,1781342.59,268110001
3368981737,Kamau,85557833,Term Loan,KES,2022-09-07,2023-03-18,10.47,26957662.26,85812306.9,8115343.95,42,YZ34AB,736647.05,268110005
3448972780,Omondi,48705032,Asset Finance,KES,2021-04-14,2023-04-25,9.49,107895315.1,98352928.06,380059.43,82,KL90MN,1112670.4,268110005
3750357983,Auma,10877327,Asset Finance,KES,2022-11-17,2023-01-02,15,15554975.15,77634462.59,1980153.03,52,WX56YZ,3239737.93,268110004
5773468164,Wanjiku,66302185,Asset Finance,KES,2021-09-12,2023-03-30,11.22,19060521.95,42353956.11,2476994.03,74,OP12QR,2673847.25,268110004
1471534182,Wanjiku,81023856,Retail,USD,2021-09-23,2023-08-08,9.66,51343551.44,38322459.57,4407283.22,53,EF90GH,2203401.39,268110000
1487390207,Njeri,6612391,Corporate,KES,2023-04-13,2023-02-19,13.61,9372122.64,95384195.53,8428146.61,111,OP12QR,1478187.04,268110001
4290919664,Omondi,81369777,Asset Finance,KES,2023-01-25,2023-08-30,9.82,114265280.4,22569937.75,5975230.85,199,MN78OP,3474078.71,268110000
3512335701,Wanjiku,48334186,Corporate,KES,2022-09-24,2023-05-18,10.47,28565282.73,43843759.44,5669382.11,362,WX56YZ,1565037.12,268110004
3915162352,Njeri,67568057,Corporate,KES,2021-09-24,2023-07-09,10.62,17320114.07,117906025,8276064.37,17,OP12QR,2792962.26,268110000
2137784225,Odhiambo,89365416,Corporate,KES,2022-08-06,2023-05-29,9.54,4410058.73,23359408.39,2798338.34,346,WX56YZ,397468.62,268110004
3826687156,Wanjiku,93568213,Retail,KES,2022-11-16,2023-02-11,14.87,14502627.94,80128598.15,4160335.81,98,WX56YZ,3223304.72,268110004
8706374790,Omondi,57337515,Retail,KES,2021-05-23,2022-12-19,13.46,96511698.15,43596535.5,4884521.8,278,MN78OP,2156390.22,268110004
8579910028,Njeri,38127305,Corporate,KES,2022-07-10,2023-04-11,10.04,42946470.41,94888496.55,9000403.95,151,CD56EF,2274463.47,268110056
369196899,Muthoni,112296517,Corporate,KES,2022-04-07,2023-01-09,10.98,107460898.3,103163105.7,7819035.4,119,QR90ST,351029.21,268110000
7643285398,Kamau,93942780,Retail,KES,2021-03-24,2023-01-19,10.11,114948083.7,63242977.11,9715281.64,4,WX56YZ,760872.54,268110001
750891839,Odhiambo,62240679,Retail,KES,2022-04-22,2023-04-30,9.47,14815158.31,95386601.85,5022308.44,265,MN78OP,2065505.14,268110002
8184008295,Achieng,81094673,Corporate,KES,2023-01-12,2023-02-01,14.73,37184141.82,81986867.78,1528033.55,32,CD56EF,1696659.19,268110000
2789950386,Ochieng,84855546,Retail,KES,2022-03-16,2023-02-15,14.25,11919861,82165623.47,7287979.96,286,YZ34AB,3311315.19,268110004
2749007552,Achieng,70741885,Term Loan,KES,2022-07-05,2023-08-18,14.9,59060064.26,26253932.29,4075341.33,343,WX56YZ,1337332.86,268110001
5389626713,Omondi,88300295,Corporate,KES,2021-11-08,2023-01-30,9.32,73929326.13,67133026.59,1747328.88,204,AB78CD,2957176.01,268110003
3024130164,Achieng,104607527,Corporate,KES,2023-02-17,2023-02-23,11.28,104387469.6,58508389.77,3931486.64,168,OP12QR,614680.09,268110003
2257604252,Mwangi,2565196,Term Loan,KES,2022-10-21,2023-07-10,15.27,11597538.2,88705132.86,9620066.32,331,EF90GH,1515088.84,268110002
5449935397,Achieng,59449026,Retail,KES,2023-02-15,2023-02-20,12.72,70328347.34,59082911.01,6826509.95,317,OP12QR,1586936.65,268110003
2970780419,Achieng,60924584,Term Loan,KES,2022-11-11,2023-02-21,9.02,33933186.62,69572410.4,1312520.13,213,WX56YZ,2520124.38,268110005
4612764049,Mwangi,36884145,Corporate,KES,2022-07-26,2023-04-26,15.34,1692321.84,18682783.22,575398.85,110,EF90GH,236236.35,268110004
7666748685,Achieng,118324910,Asset Finance,KES,2022-05-17,2023-08-13,11.95,102106231.8,5094799.37,9146587.55,105,OP12QR,743649.4,268110004
5356950530,Mwangi,44657993,Corporate,KES,2022-06-19,2022-12-18,13.73,2854899.07,31723423.74,7054685.1,3,WX56YZ,332766.12,268110002
3334676625,Auma,67853345,Corporate,KES,2023-03-18,2023-03-14,13.28,61656843.56,94708202.09,9376674.23,48,KL90MN,1516475.49,268110001
6171734133,Mwangi,72127992,Retail,KES,2022-07-28,2023-03-27,11.95,33558482.64,51211715.92,2802892.93,128,CD56EF,730804.2,268110003
2844343875,Kamau,104050009,Term Loan,KES,2023-03-26,2023-07-22,13.15,47933261.86,89460051.16,2593932.54,335,CD56EF,253084.82,268110003
5238708824,Odhiambo,8201932,Asset Finance,KES,2021-01-12,2023-01-28,11.59,50625775.58,2418034.84,8721505.97,23,OP12QR,3351564.17,268110000
464416806,Ochieng,99202682,Term Loan,KES,2022-05-31,2023-07-17,15.49,91698613.11,115930545.1,8910296.74,281,WX56YZ,1962594.48,268110003
45787347,Wanjiku,41390584,Asset Finance,KES,2021-08-06,2023-05-05,13.8,5445371.49,79834286.89,7195624.84,133,CD56EF,281850.99,268110004
2704256559,Odhiambo,112095212,Corporate,KES,2021-12-19,2023-04-29,12.31,79403788.06,62945234.19,8230118.54,109,CD56EF,3142715.85,268110056
6291787505,Njeri,90018189,Term Loan,KES,2021-07-04,2023-02-17,13.56,2648028.31,18788722.02,5674386.71,88,OP12QR,57589.61,268110000
1707454268,Njeri,36494766,Corporate,KES,2021-12-25,2023-02-25,10.64,75272996.28,101800683.7,1736216.38,133,EF34GH,1022796.81,268110000
6658125592,Omondi,18551782,Corporate,KES,2023-05-02,2023-06-21,10.13,119100964.5,17215185.08,3768771.99,103,KL90MN,1402299.98,268110002
4510237179,Mwangi,83031188,Corporate,KES,2021-04-23,2022-12-21,12.35,58684618.28,63494268.15,7028737.58,79,QR90ST,1486308.49,268110002
945686138,Mwangi,90952238,Retail,KES,2022-09-23,2023-05-30,15.75,6259760.56,6411618.86,2348795.31,46,MN78OP,2461618.66,268110001
856728931,Achieng,71256364,Term Loan,KES,2022-03-17,2023-01-23,10.16,37832891.53,26618586.32,7060981.63,60,OP12QR,884499.05,268110000
9773925142,Auma,60224897,Asset Finance,KES,2021-06-10,2023-02-19,15.42,16680732.02,41595213.95,6471451.58,33,OP12QR,559807.09,268110004
7147941173,Ochieng,73564860,Term Loan,KES,2021-05-16,2023-05-16,12.02,9561609.27,82132472.05,7440655.07,262,WX56YZ,3109348.33,268110001
2841732569,Muthoni,53246363,Retail,KES,2021-05-22,2023-01-24,9.83,60684924.48,17499693.9,8716844.18,274,OP12QR,1916887.6,268110001
3900253415,Njeri,8217223,Asset Finance,USD,2022-10-14,2023-03-10,13.1,25966949.21,92883569.05,9556980.24,9,WX56YZ,2826759.7,268110000
1859075190,Auma,33084867,Term Loan,KES,2023-01-18,2022-12-15,14.88,46836646.67,5083210.01,6428145.26,285,WX56YZ,2706611.14,268110000
2916233425,Muthoni,49967838,Corporate,USD,2021-06-24,2023-02-02,15.94,13775718.97,37665398.22,415651.66,355,EF34GH,3492409.76,268110056
5651176927,Wanjiku,88235881,Retail,KES,2021-09-20,2023-08-03,14.75,15254331.07,84781292.1,698034.44,237,WX56YZ,1421558.82,268110002
7115688375,Muthoni,60584955,Corporate,KES,2022-09-22,2023-03-06,14.72,78163120.98,103678012.8,2332346.97,52,WX56YZ,2417013.21,268110001
1204838421,Njeri,36136386,Retail,KES,2022-04-24,2023-06-07,9.64,80656269.14,16388575.07,5138793.98,279,CD56EF,1598062.35,268110003
4797435634,Kamau,25680603,Term Loan,KES,2022-12-24,2023-01-20,14.7,88828095.17,80341170.61,9536576.21,190,WX56YZ,1679290.33,268110056
9572381432,Njeri,31892657,Asset Finance,KES,2023-02-08,2022-12-17,14.39,76485273.49,52015988.4,4036558.91,160,WX56YZ,2216281.28,268110002
5415311804,Odhiambo,113203078,Corporate,KES,2022-05-29,2023-08-07,11.62,51419592.16,103739546.2,2411110.23,88,OP12QR,3363392.75,268110002
1462381380,Omondi,40322655,Corporate,KES,2021-07-28,2023-09-11,12.26,68965229.68,111974927,5190155.55,173,EF34GH,3189863.75,268110001
7046081744,Omondi,115083283,Retail,KES,2023-08-13,2023-03-06,15.18,16670869.54,53476959.54,865418.4,48,OP12QR,1195298.2,268110002
2430490842,Omondi,26685841,Staff,KES,2022-07-12,2023-01-21,14.03,105742586.8,26623740.92,1816365.83,281,OP12QR,3038141.13,268110002
8060497399,Kamau,55184194,Staff,KES,2022-03-30,2023-02-18,15,16072698.03,45086507.31,2648932.99,25,AB12CD,1049521.19,268110005
3788856002,Omondi,11736799,Corporate,KES,2023-08-17,2023-08-24,13.07,48052669.05,101521381.1,6306933.29,359,OP12QR,2426237.53,268110002
7811088823,Muthoni,46960811,Retail,KES,2022-12-31,2023-02-19,13.03,108335210.1,1667155.74,3827878.98,134,OP12QR,925163.06,268110003
66602839,Njeri,13336936,Term Loan,USD,2022-10-06,2023-02-24,9.02,105007579.5,95525324.83,5995338.37,354,OP12QR,2559190.02,268110003
5165402637,Njeri,70056954,Asset Finance,KES,2022-06-25,2023-02-05,11.76,83037064.39,44071903.91,1759648.46,276,AB12CD,2923075.06,268110056
6385548037,Odhiambo,98697069,Asset Finance,KES,2022-07-22,2023-01-12,10.75,21668382.29,13255977.37,6290321.31,33,WX56YZ,2933716.3,268110005
5321282854,Ochieng,49802241,Asset Finance,KES,2022-08-02,2023-02-13,10.15,79077670.35,46252769.14,4155212.34,23,OP12QR,127135.23,268110001
7200959902,Muthoni,116503828,Term Loan,KES,2021-09-01,2023-02-18,11.15,72377496.47,16716889.72,9657980.66,80,CD56EF,2643208.17,268110000
4389073412,Muthoni,110574026,Corporate,KES,2021-04-17,2023-02-15,14.58,106181549.2,116115418.6,9822951.26,82,WX56YZ,2811773.17,268110001
9077125235,Odhiambo,66012111,Retail,KES,2022-11-25,2023-04-11,12.03,15615986.91,75318359.23,5445485.35,228,OP12QR,2614321.48,268110004
4245317513,Njeri,63108010,Corporate,KES,2022-06-13,2022-12-13,12.7,3176121.04,78582688.25,9684913.33,18,AB12CD,720710.26,268110056
1843243281,Ochieng,67627558,Term Loan,KES,2022-03-15,2023-09-02,11.8,70726511.72,106446715.5,1139801.99,317,OP12QR,1397254.67,268110001
5771152523,Odhiambo,23659690,Corporate,KES,2022-03-03,2023-07-10,10.12,73512757,12154683.47,974156.67,356,OP12QR,1437015.4,268110056
8986245548,Njeri,81039165,Asset Finance,KES,2022-12-02,2023-04-19,13.6,29344764.43,32735017.09,6624477.85,260,OP12QR,1638185.76,268110056
9415697409,Mwangi,51158583,Retail,KES,2022-10-17,2023-08-26,10.27,85292166.73,98051126.4,6125728.38,125,AB78CD,2347841.09,268110002
8983022311,Wanjiku,6778206,Retail,KES,2021-04-09,2023-01-10,14.55,104709368.6,16605079.65,6619535.56,236,MN78OP,2067415.4,268110056
5386450731,Omondi,28297141,Retail,KES,2022-07-28,2023-03-19,11.56,117757186.3,44684347.12,6276614.5,318,AB78CD,1419308.33,268110000
4850507874,Achieng,97381649,Corporate,KES,2021-12-09,2023-06-02,13.73,100206898.4,111146222.7,5114917.57,250,WX56YZ,1770536.71,268110056
5181273829,Muthoni,17340214,Corporate,KES,2021-06-13,2023-09-09,15.4,3543986.97,31544481.33,5040219.07,137,WX56YZ,3319294.9,268110002
4043900371,Wanjiku,114970635,Corporate,KES,2021-03-16,2023-03-29,13.56,112092181,36515222.13,2162586.21,72,EF34GH,3476623.26,268110056
7102934308,Odhiambo,4918291,Corporate,KES,2022-07-18,2023-01-10,9.93,31216992.11,108229333.2,9916297.61,299,EF34GH,2937210.14,268110001
3013153586,Achieng,10515904,Asset Finance,KES,2021-08-01,2023-05-05,12.08,75585049.69,92816973.13,2902336.25,354,OP12QR,2370841.88,268110003
2314233612,Mwangi,29938907,Asset Finance,KES,2021-08-16,2023-07-21,15.61,60945855.42,77918780.36,6344436.8,112,OP12QR,1456860.93,268110001
4116220599,Omondi,108991061,Retail,KES,2023-05-04,2022-12-22,9.06,63459671.93,87963372.57,403524.34,351,OP12QR,2996579.41,268110001
8954249754,Ochieng,1766890,Asset Finance,KES,2023-02-07,2023-04-22,10.97,82591239.93,77364555.58,2795252.12,43,YZ34AB,3225197.16,268110056
3913466235,Wanjiku,13583910,Retail,KES,2023-01-25,2023-07-12,12.31,38320455.36,48949801.84,7496796.17,350,CD56EF,3054306.73,268110000
4881869965,Odhiambo,63107178,Corporate,KES,2021-03-15,2023-01-19,12.66,40376610.39,70630416.64,7244942.26,42,WX56YZ,568783.68,268110004
9923514044,Mwangi,23732913,Term Loan,USD,2022-10-26,2023-07-17,15.13,116798260.9,87197499.42,3562056.33,64,MN78OP,411038.27,268110003
7448178933,Ochieng,111458444,Staff,KES,2021-05-15,2023-06-27,15.93,62840445.84,66639473.32,9243253.16,243,WX56YZ,2770021.98,268110005
7968536023,Auma,92095482,Retail,KES,2021-04-12,2023-05-18,14.75,43153906.22,48497811.73,659390.88,203,YZ34AB,2075233.93,268110002
9103100434,Auma,82375261,Asset Finance,KES,2021-11-16,2023-03-11,12.45,94831214.27,17725076.44,1626063.51,90,OP12QR,549869.13,268110003
4176343275,Kamau,74406314,Term Loan,KES,2023-07-20,2023-06-23,15.27,75354276.17,10798980.4,9137418.37,58,WX56YZ,1469916.6,268110003
9762656305,Wanjiku,96175406,Retail,USD,2022-01-03,2023-08-04,9.89,7449960.08,104152077.7,6233394.87,313,WX56YZ,766382.87,268110002
372108598,Ochieng,9101534,Retail,KES,2023-06-08,2023-01-07,10.66,74595173.98,71135613.11,2580020.63,278,CD56EF,1039702.78,268110001
755584033,Auma,88588477,Term Loan,KES,2022-03-08,2023-02-05,11.93,84050943.78,37758570.28,3255310.08,67,WX56YZ,3174904.8,268110004
3999112076,Njeri,81734978,Retail,KES,2022-12-18,2023-03-20,10.7,34852018.35,112989245.9,1650843.9,111,OP12QR,765907.94,268110003
8606313453,Wanjiku,14622428,Corporate,KES,2022-04-21,2023-04-26,13.09,80228798.11,77722623.6,1174360.89,120,CD56EF,471066.24,268110000
7947032463,Mwangi,30857093,Retail,KES,2021-03-24,2022-12-26,15.62,70017729.04,31941070.34,3720258.25,137,WX56YZ,3186429.52,268110056
2655301222,Auma,89218241,Retail,KES,2021-01-16,2023-03-28,11.07,80608560.46,44326932.21,207713.25,312,MN78OP,2270868.91,268110002
1366955356,Achieng,15273932,Retail,KES,2023-07-13,2023-01-29,15.16,10223612.8,109904809.9,3745654.34,363,EF90GH,3127597.59,268110001
1172451714,Achieng,44186411,Asset Finance,KES,2023-03-09,2023-03-21,11.08,59175581.38,6561978.65,2485127.17,44,EF34GH,2570159.06,268110056
4650951692,Achieng,115054730,Term Loan,USD,2021-12-08,2022-12-16,13.62,67712867.01,31900178.3,2349187.57,258,OP12QR,1419489.31,268110004
9357464422,Mwangi,63626634,Retail,KES,2022-05-15,2023-01-26,9.93,8503406.89,51085074.18,3063866.95,111,CD56EF,2497283.14,268110001
4909724956,Omondi,10745339,Corporate,KES,2021-04-03,2023-05-21,9.36,36751738.4,82560713.4,1756578.64,204,KL90MN,3196152.61,268110002
2752391119,Ochieng,83878329,Corporate,USD,2022-03-01,2022-12-14,9.36,53823066.52,84907751.42,1982540.47,253,EF34GH,1294147.93,268110000
1278319135,Kamau,6460719,Term Loan,USD,2021-12-25,2023-01-20,15.26,72571656.97,43268629.32,8570019.35,335,OP12QR,1739583.24,268110001
5297652108,Njeri,33560569,Retail,KES,2022-03-11,2022-12-29,10.24,9781358.01,35840186.32,9786722.32,54,OP12QR,2000474.35,268110056
701922594,Odhiambo,88646543,Term Loan,KES,2021-02-08,2023-02-05,13.6,40916367.88,62523137.88,1544285.9,186,EF34GH,1663969.99,268110005
6582953419,Auma,8350704,Staff,KES,2023-02-09,2023-02-08,14.49,43756112.38,5482975.78,3299287.69,270,WX56YZ,2704956.96,268110005
1403435412,Kamau,73802125,Term Loan,KES,2022-10-26,2023-01-04,10.4,8030716.16,92754849.48,1407220.44,263,AB12CD,1557471.5,268110000
452687660,Achieng,49793229,Corporate,USD,2023-01-14,2023-01-06,10.31,3942487.6,41555533.86,9729812.63,6,QR90ST,1520438.97,268110005
4045674371,Achieng,29152238,Term Loan,KES,2023-02-16,2023-07-15,12.07,60574887.18,100942939.1,9844884.2,101,WX56YZ,3224884.83,268110004
2912580985,Kamau,100092982,Retail,KES,2021-01-11,2023-01-13,15.78,86690848.39,36522090.18,1407661.39,224,WX56YZ,177472.72,268110002
9167337169,Odhiambo,113805899,Corporate,KES,2021-05-05,2023-05-10,9.71,93906318.96,34183115.16,3429541.56,262,WX56YZ,104730.77,268110001
2069250052,Njeri,11082607,Corporate,KES,2021-09-29,2022-12-14,10.17,42136150.09,64311673.93,2147058.71,94,MN78OP,1832646.26,268110003
8174131785,Ochieng,36154601,Corporate,KES,2021-02-02,2022-12-30,15.7,25457481.87,55975184.93,6131982.94,320,OP12QR,3137289.38,268110005
6997084976,Wanjiku,59968623,Retail,KES,2021-05-04,2023-08-03,9.44,7055320.87,50084196.3,410761.97,58,WX56YZ,507144.02,268110005
8972485654,Auma,117651660,Asset Finance,KES,2021-10-10,2023-04-28,12.14,64394777.46,70826942.71,9934992.75,227,WX56YZ,1155564.09,268110056
8341181139,Auma,96215013,Corporate,USD,2022-02-22,2023-03-25,9.85,65883895.34,35038208.05,6160522.49,161,WX56YZ,1513725.7,268110056
5635695026,Ochieng,64030960,Term Loan,KES,2021-02-04,2023-02-01,12.23,113765646.8,99538168.36,512347.27,218,WX56YZ,1702586.27,268110003
486442764,Ochieng,116140601,Retail,KES,2022-05-07,2023-02-01,15.16,77468395.99,53377381.98,5106469.25,251,AB12CD,1629159.97,268110003
1838901501,Odhiambo,77068414,Corporate,KES,2021-05-09,2023-02-10,11.53,13024718.5,28989523.11,4658897.95,152,OP12QR,1981408.92,268110004
4785488081,Odhiambo,100908996,Retail,KES,2021-06-17,2023-05-03,9.51,52786357.84,110833422,4309179.45,89,YZ34AB,2399181.2,268110005
4789913250,Ochieng,102566783,Term Loan,KES,2021-11-24,2023-01-23,11.18,79101350.31,42757172.11,3280283.58,218,MN78OP,1908888.75,268110004
8885879644,Kamau,117510015,Asset Finance,KES,2021-07-26,2023-05-23,13.14,54414046.7,19656959.01,2112209.08,61,CD56EF,2235420.7,268110004
5577809217,Muthoni,72928351,Corporate,KES,2022-05-01,2023-06-26,14.38,2261962.57,26266697.82,8569856.71,54,OP12QR,2846599.37,268110005
9475977654,Achieng,33739850,Retail,USD,2021-12-14,2023-04-02,10.87,41933920.93,68710010.81,3673155.16,165,WX56YZ,1750115.22,268110002
9085282892,Njeri,20966527,Corporate,USD,2021-03-14,2023-03-19,15.63,86705622.53,10302067.38,2992799.23,356,WX56YZ,252788.74,268110003
5231077972,Kamau,74550071,Retail,KES,2021-09-29,2022-12-27,15.83,102189437.2,38315826.58,8697290.06,306,WX56YZ,274035.53,268110056
3185282788,Auma,35198425,Staff,USD,2022-10-13,2023-01-07,9.93,96524726.84,66821667.29,8376200.16,225,WX56YZ,545792.38,268110005
2439160791,Muthoni,62316854,Asset Finance,KES,2023-08-09,2023-07-22,11.04,112583214.9,78008564.24,4373720.45,102,WX56YZ,778085.03,268110000
2782303321,Muthoni,33683170,Term Loan,KES,2022-03-15,2023-08-06,12.71,43937789.87,24473012.96,1298953.08,219,OP12QR,2289426.58,268110002
6568755070,Mwangi,52548006,Retail,KES,2022-07-12,2023-08-09,10.31,105671360.9,28329693.97,8420706.42,290,WX56YZ,2875146.28,268110003
